budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
0,"[{'id': 35, 'name': 'Comedy'}]",,34588,[],pt,Se eu fosse você,"The publicist Claudio and the housewife and choral teacher Helena have been married for many years, but they do not understand and respect the feelings and view point of the partner. Claudio sees Helena as a shopper and ""little teacher of a choral"" and Helena sees Claudio as an insensitive and rough man. On the night before the fiftieth anniversary of Claudio, they changed places with each other.",2.926799,"[{'name': 'Quanta Centro de Produções Cinematográficas', 'id': 2432}, {'name': 'Fox Filmes do Brasil', 'id': 4887}, {'name': 'Total Entertainment', 'id': 6446}, {'name': 'Teleimage', 'id': 7765}, {'name': 'Lereby Productions', 'id': 11446}, {'name': 'Globo Filmes', 'id': 13969}, {'name': 'Espaço/Z', 'id': 93187}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",2006-01-06,0,108,"[{'iso_639_1': 'pt', 'name': 'Português'}]",Released,,If I Were You,6.4,60
18000000,"[{'id': 18, 'name': 'Drama'}]",http://www.theinformers.com/,17436,"[{'id': 572, 'name': 'sex'}, {'id': 9914, 'name': 'slice of life'}, {'id': 12396, 'name': 'hollywood'}, {'id': 14964, 'name': 'drug'}, {'id': 156277, 'name': 'hedonism'}, {'id': 159753, 'name': 'ensemble cast'}, {'id': 166109, 'name': 'child murder'}, {'id': 208289, 'name': '1980s'}, {'id': 208344, 'name': 'dysfunctional'}, {'id': 235424, 'name': 'intersecting lives'}]",en,The Informers,"A collection of intersecting short stories set in early 1980's Los Angeles, depicts a week in the lives of an assortment of socially alienated, mainly well-off characters who numb their sense of emptiness with casual sex, violence, and drugs.",6.675032,"[{'name': 'Senator Entertainment Co', 'id': 3319}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-11-05,382174,98,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Greed is good. Sex is easy. Youth is forever.,The Informers,4.4,60
0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",,12684,"[{'id': 258, 'name': 'bomb'}, {'id': 703, 'name': 'detective'}, {'id': 818, 'name': 'based on novel'}, {'id': 992, 'name': 'bus'}, {'id': 1388, 'name': 'cinema'}, {'id': 2673, 'name': 'horse'}, {'id': 3562, 'name': 'time bomb'}, {'id': 6845, 'name': 'saboteur'}, {'id': 9937, 'name': 'suspense'}, {'id': 14601, 'name': 'explosion'}, {'id': 34079, 'name': 'death'}]",en,Sabotage,"A Scotland Yard undercover detective is on the trail of a saboteur who is part of a plot to set off a bomb in London. But when the detective's cover is blown, the plot begins to unravel.",6.514753,"[{'name': 'Gaumont British Picture Corporation', 'id': 4978}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1936-12-02,0,76,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,...A Bomb Plot ...A Killing ...Justice,Sabotage,6.7,60
1500000,"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]",,40342,"[{'id': 2136, 'name': 'television'}, {'id': 15001, 'name': 'demon'}, {'id': 33347, 'name': 'apartment building'}]",it,Dèmoni 2... L'incubo ritorna,A group of tenants and visitors are trapped in a 10-story high-rise apartment building infested with demons who proceed to hunt the dwindling humans down.,4.453477,"[{'name': 'DACFILM Rome', 'id': 4746}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1986-10-09,0,91,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,The Nightmare Returns,Demons 2,5.8,60
0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,20762,[],en,The Substitute,"After he did some jobs for CIA, ex-marine John Shale is visiting his high school love Jane. She's now a teacher in Columbus High School in Miami. Soon after his arriving Jane has her knee cap broken while jogging. After that, John decides to go undercover as her substitute in high school. Very soon he finds out that gang named Kings of Destruction is terrorizing the school.",10.68537,"[{'name': 'Live Entertainment', 'id': 285}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-04-19,0,114,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,The Substitute,5.8,60
13000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,174733,"[{'id': 4619, 'name': 'train accident'}, {'id': 10662, 'name': 'subway accident'}, {'id': 13008, 'name': 'train'}, {'id': 188351, 'name': 'catastrophe'}]",ru,Метро,"Terror strikes the underground train system in Moscow in the form of a flood from a collapsed tunnel. The film follows a diverse group of Moscow citizens who find themselves trapped in the city’s underground rail network, their train derailed and virtually crushed after an aging tunnel collapses. Amongst this band of survivors is softly spoken surgeon Andrey (Sergei Puskepalis), whose wife is having an affair with the conceited businessman Vlad (Anatoly Beliy). Fate brings these two men together on the same doomed train, but there is little time to resolve their differences, as the tunnel begins to quickly fill with water, forcing them to work together with the others and find a way back to the surface.",3.887331,"[{'name': 'Profit', 'id': 21163}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2013-02-21,0,130,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Metro,6.0,60
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,32961,"[{'id': 254, 'name': 'france'}, {'id': 974, 'name': 'bank'}, {'id': 1321, 'name': 'gold'}, {'id': 1746, 'name': 'souvenir'}, {'id': 157135, 'name': 'ealing'}]",en,The Lavender Hill Mob,A meek bank clerk who oversees the shipment of bullion joins with an eccentric neighbor to steal gold bars and smuggle them out of the country as miniature Eiffel Towers.,4.546546,"[{'name': 'Ealing Studios', 'id': 2650}, {'name': 'J. Arthur Rank Organisation', 'id': 14377}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1951-06-21,0,81,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Released,The men who broke the bank - and lost the cargo!,The Lavender Hill Mob,7.3,60
0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,35412,"[{'id': 339, 'name': 'submarine'}, {'id': 4565, 'name': 'dystopia'}, {'id': 5657, 'name': 'australia'}, {'id': 18139, 'name': 'nuclear war'}]",en,On the Beach,"In 1964, atomic war wipes out humanity in the northern hemisphere; one American submarine finds temporary safe haven in Australia, where life-as-usual covers growing despair. In denial about the loss of his wife and children in the holocaust, American Captain Towers meets careworn but gorgeous Moira Davidson, who begins to fall for him. The sub returns after reconnaissance a month (or less) before the end; will Towers and Moira find comfort with each other?",4.00437,"[{'name': 'Stanley Kramer Productions', 'id': 893}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1959-12-16,0,134,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Biggest Story of Our Time!,On the Beach,6.7,60
18000000,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",,13766,"[{'id': 9882, 'name': 'space'}, {'id': 14626, 'name': 'astronaut'}, {'id': 161289, 'name': 'space shuttle'}, {'id': 191586, 'name': 'trapped in space'}, {'id': 205349, 'name': 'space camp'}]",en,SpaceCamp,"Andie Bergstrom, an astronaut eagerly awaiting her first trip to space, runs a summer camp for teenagers with her NASA-employed husband, Zach. One night during an engine test, Andie and four teenage campers are accidentally shot into space. Together, the group -- which includes Kathryn, a pilot-in-training, and Tish, a ditz with a perfect memory -- must work together to operate the spacecraft and return home.",6.41742,"[{'name': 'ABC Motion Pictures', 'id': 13671}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1986-06-06,9697739,107,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The stars belong to a new generation.,SpaceCamp,5.8,60
0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",,10854,"[{'id': 2861, 'name': 'gallery'}, {'id': 4549, 'name': 'loss of husband'}, {'id': 8902, 'name': 'mine accident'}, {'id': 12377, 'name': 'zombie'}]",en,Wicked Little Things,"Karen, Sarah, and Emma Tunney are all moving to a small town in Pennsylvania where, unknown to them, in 1913, a horrid mine accident trapped dozens of children alive, underground. But there's a problem. They're still alive.",6.954593,"[{'name': 'After Dark Films', 'id': 3608}, {'name': 'Millennium Films', 'id': 10254}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-01-01,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Prey for them,Wicked Little Things,4.8,60
50000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,9458,"[{'id': 1651, 'name': 'donation'}, {'id': 2340, 'name': 'paranoia'}, {'id': 6564, 'name': 'terminal illness'}, {'id': 8097, 'name': 'leukemia'}, {'id': 12565, 'name': 'psychological thriller'}, {'id': 15009, 'name': 'criminal'}, {'id': 15234, 'name': 'convict'}, {'id': 15295, 'name': 'confrontation'}, {'id': 15381, 'name': 'captive'}, {'id': 156786, 'name': 'prison escape'}, {'id': 156788, 'name': 'swat team'}, {'id': 156789, 'name': 'freeway'}, {'id': 156790, 'name': 'propane'}]",en,Desperate Measures,"San Francisco police officer Frank Connor is in a frantic search for a compatible bone marrow donor for his gravely ill son. There's only one catch the potential donor is convicted multiple murderer Peter McCabe who sees a trip to the hospital as the perfect opportunity to get what he wants most freedom. With McCabe's escape, the entire hospital becomes a battleground and Connor must pursue and, ironically, protect the deadly fugitive who is his son's only hope for survival.",3.713996,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Mandalay Entertainment', 'id': 1236}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-01-30,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Desperate times call for. . .,Desperate Measures,5.9,60
2500000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,9568,"[{'id': 2483, 'name': 'nudity'}, {'id': 2754, 'name': 'trauma'}, {'id': 4399, 'name': 'victim'}, {'id': 4902, 'name': 'surprise'}, {'id': 9826, 'name': 'murder'}, {'id': 12339, 'name': 'slasher'}, {'id': 13006, 'name': 'torture'}, {'id': 14819, 'name': 'violence'}, {'id': 33780, 'name': 'dentist'}, {'id': 34079, 'name': 'death'}, {'id': 176182, 'name': 'psycho'}, {'id': 180340, 'name': 'voyeur'}]",en,The Dentist,"Dr. Feinstone has everything, a beautiful wife and a successful career in dentistry; but when he discovers his wife's affair, he realizes that behind every clean, white surface lies the stench of decay.",3.040468,"[{'name': 'Trimark Pictures', 'id': 4063}, {'name': 'Image Organization', 'id': 21084}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-06-07,0,92,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,It's been six months. Time for your check-up!,The Dentist,5.1,60
5100000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",http://www.shrinkthemovie.net/,22640,"[{'id': 236, 'name': 'suicide'}, {'id': 567, 'name': 'alcohol'}, {'id': 894, 'name': 'depression'}, {'id': 2231, 'name': 'drug dealer'}, {'id': 2726, 'name': 'therapist'}, {'id': 10183, 'name': 'independent film'}, {'id': 12670, 'name': 'los angeles'}, {'id': 33476, 'name': 'widower'}, {'id': 171235, 'name': 'pot head'}]",en,Shrink,"Unable to cope with a recent personal tragedy, LA's top celebrity shrink turns into a pothead with no concern for his appearance and a creeping sense of his inability to help his patients.",3.81571,"[{'name': 'Ignite Entertainment', 'id': 4131}, {'name': 'Ithaka Entertainment', 'id': 21535}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-06-08,0,104,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Doctor is Out,Shrink,6.1,60
0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,19761,"[{'id': 305, 'name': 'moon'}, {'id': 316, 'name': 'chess'}, {'id': 331, 'name': 'tattoo'}, {'id': 679, 'name': 'cyborg'}, {'id': 1373, 'name': 'killer robot'}, {'id': 2483, 'name': 'nudity'}, {'id': 3801, 'name': 'space travel'}, {'id': 4165, 'name': 'saturn'}, {'id': 9826, 'name': 'murder'}, {'id': 9831, 'name': 'spaceship'}, {'id': 10022, 'name': 'rampage'}, {'id': 10292, 'name': 'gore'}, {'id': 12375, 'name': 'transhumanism'}, {'id': 14544, 'name': 'robot'}, {'id': 14760, 'name': 'scientist'}, {'id': 14964, 'name': 'drug'}, {'id': 156039, 'name': 'space station'}, {'id': 157444, 'name': 'dismemberment'}, {'id': 197339, 'name': 'hydroponics'}]",en,Saturn 3,"In the future, Earth is overcrowded and the population relies on distant bases to be fed. In the Saturn 3 station, Major Adam and the scientist Alex, who is also his lover and has never been on Earth, have been researching hydroponics for three years in the base alone with their dog Sally. Meanwhile, the psychotic Captain Benson fails the mental test required to travel to Saturn 3 and kills his replacement, Captain James, taking his place in the mission of assembling and programming the Demi-God series robot Hector to replace one of the scientists in Saturn 3. On the arrival, the mentally disturbed Captain Benson becomes sexually obsessed for Alex. Then he uses an interface to link his brain to program Hector, but incapable to control his emotions, he transfers his homicidal tendency and insanity to Hector. Now Major Adam and Alex are trapped in the station with a dangerous psychopath robot.",4.542917,"[{'name': 'ITC Entertainment', 'id': 1584}, {'name': 'Transcontinental Film Productions (London)', 'id': 23015}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1980-02-15,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some thing is watching... waiting... and wanting on...,Saturn 3,5.3,60
11000000,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",,16723,"[{'id': 526, 'name': 'rebel'}, {'id': 579, 'name': 'american football'}, {'id': 642, 'name': 'robbery'}, {'id': 974, 'name': 'bank'}, {'id': 2546, 'name': 'mask'}, {'id': 2920, 'name': 'cheerleader'}, {'id': 6270, 'name': 'high school'}, {'id': 9673, 'name': 'love'}, {'id': 10594, 'name': 'money'}, {'id': 13130, 'name': 'teenager'}, {'id': 13149, 'name': 'pregnancy'}, {'id': 168930, 'name': 'quarterback'}, {'id': 187056, 'name': 'woman director'}, {'id': 192655, 'name': 'guns'}, {'id': 201164, 'name': 'squad'}]",en,Sugar & Spice,"When Jack (James Marsden) and Diane (Marley Shelton) find themselves in an unexpected adult situation, the A-Squad comes to their rescue. In order to help their friend Diane, the A-Squad goes where no cheerleader has gone before: taking on a little after-school project known as bank robbery. But the A-Squad does things their way -- with sugar and spice -- forever changing their friendship, their future and the nation's notion of teen spirit.",7.715908,"[{'name': 'New Line Cinema', 'id': 12}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-01-24,13276953,81,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Why would the most popular girl in school wear a mask?,Sugar & Spice,5.7,60
0,"[{'id': 18, 'name': 'Drama'}]",,102001,"[{'id': 549, 'name': 'prostitute'}, {'id': 13059, 'name': 'prostitution'}, {'id': 33476, 'name': 'widower'}]",ja,Like Someone in Love,"An old man and a young woman meet in Tokyo. She knows nothing about him, he thinks he knows her. He welcomes her into his home, she offers him her body. But the web that is woven between them in the space of twenty four hours bears no relation to the circumstances of their encounter.",3.015326,"[{'name': 'Euro Space', 'id': 9145}, {'name': 'MK2 Productions', 'id': 9209}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'JP', 'name': 'Japan'}]",2012-09-15,0,109,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Like Someone in Love,7.3,60
20000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",,11511,"[{'id': 242, 'name': 'new york'}, {'id': 4896, 'name': 'wish'}, {'id': 190536, 'name': 'genie'}]",en,Kazaam,Shaquille O'Neal as a rapping genie protects a little boy.,8.962892,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Interscope Communications', 'id': 10201}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-07-17,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The world's most powerful genie has just met his match,Kazaam,3.6,60
3800000,"[{'id': 35, 'name': 'Comedy'}]",,10557,"[{'id': 187, 'name': 'islam'}, {'id': 458, 'name': 'hippie'}, {'id': 494, 'name': 'father son relationship'}, {'id': 789, 'name': 'muslim'}, {'id': 931, 'name': 'jealousy'}, {'id': 941, 'name': 'tradition'}, {'id': 1463, 'name': 'culture clash'}, {'id': 1536, 'name': 'religious education'}, {'id': 3131, 'name': 'modern society'}, {'id': 5471, 'name': 'pakistani'}, {'id': 5600, 'name': 'daughter'}, {'id': 6150, 'name': 'faith'}, {'id': 6713, 'name': 'integration'}, {'id': 10428, 'name': 'cultural difference'}]",en,East Is East,"In 1971 Salford fish-and-chip shop owner George Khan expects his family to follow his strict Pakistani Muslim ways. But his children, with an English mother and having been born and brought up in Britain, increasingly see themselves as British and start to reject their father's rules on dress, food, religion, and living in general.",5.138367,"[{'name': 'BBC', 'id': 5996}, {'name': 'Assassin Films', 'id': 7151}, {'name': 'Film4', 'id': 9349}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1999-05-14,28200000,97,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'ur', 'name': 'اردو'}]",Released,"A comedy of families, a chip shop... and a very randy dog.",East Is East,6.5,60
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",,317981,"[{'id': 3133, 'name': 'vampire'}, {'id': 232700, 'name': 'business rivalry'}]",en,Bloodsucking Bastards,"An action-packed horror comedy, BLOODSUCKING BASTARDS stars Fran Kranz as Evan, a dutiful and overworked employee stuck at a soul-killing corporation with his beautiful co-worker and girlfriend Amanda (Emma Fitzpatrick) and his slacker best friend Tim (Joey Kern). Evans world begins to crumble when Amanda dumps him and his boss Ted (Joel Murray) hands his coveted promotion to his nemesis Max (Pedro Pascal). When his office mates start going through disturbing changes, Evan must find a way to stop the evil brewing admist the cubicles, and rescue his workplace pals before his life and career go from dead-end... to just dead.",2.730363,"[{'name': 'Fortress Features', 'id': 5176}, {'name': 'MTY Productions', 'id': 43983}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-09-04,0,84,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Work. It sucks the life out of you.,Bloodsucking Bastards,5.6,60
65000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",http://tinyfurniture.com/,47607,"[{'id': 1156, 'name': 'sister sister relationship'}, {'id': 10556, 'name': 'male female relationship'}, {'id': 10707, 'name': 'mother daughter relationship'}, {'id': 41214, 'name': 'youtube'}, {'id': 187056, 'name': 'woman director'}]",en,Tiny Furniture,"After graduating from film school, Aura returns to New York to live with her photographer mother, Siri, and her sister, Nadine, who has just finished high school. Aura is directionless and wonders where to go next in her career and her life. She takes a job in a restaurant and tries unsuccessfully to develop relationships with men, including Keith, a chef where she works, and cult Internet star Jed.",2.799356,"[{'name': 'Tiny Ponies', 'id': 65873}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-11-12,416498,99,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Aura would like you to know that she is having a very, very hard time.",Tiny Furniture,5.6,60
0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,59726,"[{'id': 293, 'name': 'female nudity'}, {'id': 1415, 'name': 'small town'}, {'id': 1879, 'name': 'shower'}, {'id': 2483, 'name': 'nudity'}, {'id': 2735, 'name': 'veterinarian'}, {'id': 4720, 'name': 'ritual'}, {'id': 5484, 'name': 'reincarnation'}, {'id': 6152, 'name': 'supernatural'}, {'id': 6712, 'name': 'death of a child'}, {'id': 9826, 'name': 'murder'}, {'id': 9872, 'name': 'grief'}, {'id': 10292, 'name': 'gore'}, {'id': 11221, 'name': 'blood'}, {'id': 14819, 'name': 'violence'}, {'id': 14985, 'name': 'ireland'}, {'id': 155071, 'name': 'pagan'}, {'id': 155730, 'name': 'hammer horror'}]",en,Wake Wood,The parents of a girl who was killed by a savage dog are granted the opportunity to spend three days with their deceased daughter.,3.092998,"[{'name': 'Hammer Film Productions', 'id': 1314}, {'name': 'Radio Teléfis Éireann', 'id': 1899}, {'name': 'Bord Scannan na hEireann / Irish Film Board', 'id': 7310}, {'name': 'Vertigo Films', 'id': 10393}, {'name': 'Fantastic Films', 'id': 18078}, {'name': 'Solid Entertainment', 'id': 23460}, {'name': 'Exclusive Film Distribution', 'id': 23936}, {'name': 'Film I Skane', 'id': 23937}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2011-03-25,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Beware Those You Love the Most,Wake Wood,5.5,60
10000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,6499,"[{'id': 387, 'name': 'california'}, {'id': 2398, 'name': 'narration'}, {'id': 3347, 'name': 'volcano'}, {'id': 3650, 'name': 'child hero'}, {'id': 9663, 'name': 'sequel'}, {'id': 10864, 'name': 'human sacrifice'}, {'id': 11272, 'name': 'piloted robot'}, {'id': 12988, 'name': 'pirate'}, {'id': 33885, 'name': 'car'}, {'id': 155030, 'name': 'superhero team'}, {'id': 156159, 'name': 'martial arts tournament'}, {'id': 161742, 'name': 'film starts with text'}, {'id': 185200, 'name': 'pirate ship'}, {'id': 208349, 'name': 'child'}]",en,Turbo: A Power Rangers Movie,"The legendary Power Rangers must stop the evil space pirate Divatox from releasing the powerful Maligore from his volcanic imprisonment on the island of Muranthias, where only the kindly wizard Lerigot has the key to release him. The hope of victory lies in the Ranger's incredible new Turbo powers and powerful Turbo Zords.",5.436745,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Saban Entertainment', 'id': 2106}, {'name': 'Toei Company', 'id': 9255}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-03-27,17979739,99,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Power Is Back!,Turbo: A Power Rangers Movie,4.6,60
0,"[{'id': 16, 'name': 'Animation'}]",,13924,"[{'id': 10159, 'name': 'computer animation'}, {'id': 236684, 'name': 'pixar animation'}]",xx,The Adventures of André and Wally B.,"There's nothing like a restful nap in a pleasant wooded valley. But when André awakens and is greeted by a pesky yellow-and-black striped insect with a nasty stinger, he ends up taking a quick (and painful) hike.",3.466912,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Pixar Animation Studios', 'id': 3}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-12-17,0,2,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,The Adventures of André and Wally B.,5.4,60
14000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,20009,"[{'id': 255, 'name': 'male nudity'}, {'id': 726, 'name': 'drug abuse'}, {'id': 3489, 'name': 'job interview'}, {'id': 3878, 'name': 'eavesdropping'}, {'id': 6201, 'name': 'fall'}, {'id': 10267, 'name': 'comedy'}, {'id': 11173, 'name': 'troll'}, {'id': 11501, 'name': 'cheating wife'}, {'id': 160192, 'name': 'backpack'}, {'id': 171715, 'name': 'sponge bath'}, {'id': 171729, 'name': 'repairman'}]",en,Slackers,"Dave, Sam and Jeff are about to graduate from Holden University with honors in lying, cheating and scheming. The three roommates have proudly scammed their way through the last four years of college and now, during final exams, these big-men-on-campus are about to be busted by the most unlikely dude in school. Self-dubbed Cool Ethan, an ambitious nerd with a bad crush, enters their lives one day and everything begins to unravel.",8.559189,"[{'name': 'Sony Pictures', 'id': 34}, {'name': 'Screen Gems', 'id': 3287}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-02-01,6413915,86,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,When all else fails... cheat.,Slackers,5.4,60
3200000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,39037,"[{'id': 10183, 'name': 'independent film'}]",en,The Good Guy,"Ambitious young Manhattanite and urban conservationist Beth (Bledel) wants it all: a good job, good friends, and a good guy to share the city with. Of course that last one is often the trickiest of all. Beth falls hard for Tommy (Porter), a sexy, young Wall Street hot-shot. But just as everything seems to be falling into place, complications arise in the form of Tommy's sensitive and handsome co-worker Daniel (Greenberg). Beth soon learns that the game of love in the big city is a lot like Wall Street -- high risk, high reward and everybody has an angle.",6.269507,"[{'name': 'Belladonna Productions', 'id': 2341}, {'name': 'Whitest Pouring Films', 'id': 26127}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-04-25,0,90,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,The Good Guy,5.4,60
25000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,9903,"[{'id': 334, 'name': 'flying'}, {'id': 1228, 'name': '1970s'}, {'id': 3864, 'name': 'false identity'}, {'id': 5565, 'name': 'biography'}]",en,The Hoax,"In what would cause a fantastic media frenzy, Clifford Irving sells his bogus biography of Howard Hughes to a premiere publishing house in the early 1970s.",4.78586,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'The Mark Gordon Company', 'id': 1557}, {'name': 'Yari Film Group', 'id': 2448}, {'name': 'Bob Yari Productions', 'id': 12260}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-10-14,11772461,116,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Never let the truth get in the way of a good story.,The Hoax,6.4,60
0,"[{'id': 18, 'name': 'Drama'}]",,29154,"[{'id': 2470, 'name': 'education'}, {'id': 6009, 'name': 'mathematics'}, {'id': 7617, 'name': 'drop-out'}, {'id': 9672, 'name': 'based on true story'}, {'id': 10508, 'name': 'teacher'}, {'id': 41525, 'name': 'high school teacher'}, {'id': 164253, 'name': 'mexican american'}]",en,Stand and Deliver,"Jaime Escalante is a mathematics teacher in a school in a hispanic neighbourhood. Convinced that his students have potential, he adopts unconventional teaching methods to try and turn gang members and no-hopers into some of the country's top algebra and calculus students.",5.355761,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1988-03-11,13994920,103,"[{'iso_639_1': 'hu', 'name': 'Magyar'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,"At a tough school, someone had to take a stand...and someone did. Together, one teacher and one class proved to America they could...",Stand and Deliver,7.3,60
